n,d1,d2,d3
1,0.3744,1.1856,0.301635
2,0.3744,1.3832,0.267045
3,0.3744,1.5808,0.241631
4,0.3744,1.7784,0.227008
5,0.3744,1.9760,0.239081
6,0.3744,2.1736,0.224596
7,0.3744,2.3712,0.228161
8,0.3744,2.5688,0.247104
9,0.3744,2.7664,0.250094
10,0.3744,2.9640,0.267952
11,0.4368,1.1856,0.301089
12,0.4368,1.3832,0.269768
13,0.4368,1.5808,0.227687
14,0.4368,1.7784,0.232666
15,0.4368,1.9760,0.238066
16,0.4368,2.1736,0.226752
17,0.4368,2.3712,0.240123
18,0.4368,2.5688,0.252935
19,0.4368,2.7664,0.258254
20,0.4368,2.9640,0.274922
21,0.4992,1.1856,0.288916
22,0.4992,1.3832,0.266536
23,0.4992,1.5808,0.217516
24,0.4992,1.7784,0.235652
25,0.4992,1.9760,0.236083
26,0.4992,2.1736,0.228468
27,0.4992,2.3712,0.246803
28,0.4992,2.5688,0.250881
29,0.4992,2.7664,0.272863
30,0.4992,2.9640,0.285634
31,0.5616,1.1856,0.289017
32,0.5616,1.3832,0.259624
33,0.5616,1.5808,0.217090
34,0.5616,1.7784,0.240510
35,0.5616,1.9760,0.226483
36,0.5616,2.1736,0.235637
37,0.5616,2.3712,0.248606
38,0.5616,2.5688,0.253155
39,0.5616,2.7664,0.280800
40,0.5616,2.9640,0.291481
41,0.6240,1.1856,0.295973
42,0.6240,1.3832,0.240600
43,0.6240,1.5808,0.229812
44,0.6240,1.7784,0.234390
45,0.6240,1.9760,0.223489
46,0.6240,2.1736,0.240136
47,0.6240,2.3712,0.247978
48,0.6240,2.5688,0.259011
49,0.6240,2.7664,0.278545
50,0.6240,2.9640,0.296164
51,0.6864,1.1856,0.299681
52,0.6864,1.3832,0.225008
53,0.6864,1.5808,0.225798
54,0.6864,1.7784,0.230844
55,0.6864,1.9760,0.224205
56,0.6864,2.1736,0.242526
57,0.6864,2.3712,0.247932
58,0.6864,2.5688,0.265271
59,0.6864,2.7664,0.280515
60,0.6864,2.9640,0.299523
61,0.7488,1.1856,0.298042
62,0.7488,1.3832,0.232063
63,0.7488,1.5808,0.235804
64,0.7488,1.7784,0.222933
65,0.7488,1.9760,0.222991
66,0.7488,2.1736,0.239573
67,0.7488,2.3712,0.250079
68,0.7488,2.5688,0.270876
69,0.7488,2.7664,0.276721
70,0.7488,2.9640,0.306116
71,0.8112,1.1856,0.282048
72,0.8112,1.3832,0.248940
73,0.8112,1.5808,0.233803
74,0.8112,1.7784,0.218964
75,0.8112,1.9760,0.223838
76,0.8112,2.1736,0.236800
77,0.8112,2.3712,0.249148
78,0.8112,2.5688,0.269211
79,0.8112,2.7664,0.280099
80,0.8112,2.9640,0.312578
81,0.8736,1.1856,0.290181
82,0.8736,1.3832,0.249951
83,0.8736,1.5808,0.229258
84,0.8736,1.7784,0.216441
85,0.8736,1.9760,0.226832
86,0.8736,2.1736,0.239164
87,0.8736,2.3712,0.252901
88,0.8736,2.5688,0.271282
89,0.8736,2.7664,0.288237
90,0.8736,2.9640,0.331138
91,0.9360,1.1856,0.286034
92,0.9360,1.3832,0.265127
93,0.9360,1.5808,0.228569
94,0.9360,1.7784,0.218317
95,0.9360,1.9760,0.228935
96,0.9360,2.1736,0.238202
97,0.9360,2.3712,0.258681
98,0.9360,2.5688,0.269902
99,0.9360,2.7664,0.298361
100,0.9360,2.9640,0.335627
