n,d1,d2,d3
1,0.468618,1.093452,0.253437
2,0.468618,1.275694,0.249607
3,0.468618,1.457936,0.242490
4,0.468618,1.640178,0.205435
5,0.468618,1.822420,0.212172
6,0.468618,2.004662,0.218886
7,0.468618,2.186904,0.230068
8,0.468618,2.369146,0.250049
9,0.468618,2.551388,0.253296
10,0.546721,1.093452,0.277015
11,0.546721,1.275694,0.266776
12,0.546721,1.457936,0.227343
13,0.546721,1.640178,0.208234
14,0.546721,1.822420,0.219840
15,0.546721,2.004662,0.217059
16,0.546721,2.186904,0.232175
17,0.546721,2.369146,0.245333
18,0.546721,2.551388,0.253933
19,0.624824,1.093452,0.351376
20,0.624824,1.275694,0.275058
21,0.624824,1.457936,0.220791
22,0.624824,1.640178,0.214763
23,0.624824,1.822420,0.216153
24,0.624824,2.004662,0.220779
25,0.624824,2.186904,0.234523
26,0.624824,2.369146,0.248999
27,0.624824,2.551388,0.261931
28,0.702927,1.093452,0.399946
29,0.702927,1.275694,0.275833
30,0.702927,1.457936,0.222562
31,0.702927,1.640178,0.216991
32,0.702927,1.822420,0.215316
33,0.702927,2.004662,0.220872
34,0.702927,2.186904,0.240155
35,0.702927,2.369146,0.251386
36,0.702927,2.551388,0.267513
37,0.781030,1.093452,0.399849
38,0.781030,1.275694,0.248233
39,0.781030,1.457936,0.229723
40,0.781030,1.640178,0.219225
41,0.781030,1.822420,0.215723
42,0.781030,2.004662,0.226810
43,0.781030,2.186904,0.243495
44,0.781030,2.369146,0.251009
45,0.781030,2.551388,0.271444
46,0.859133,1.093452,0.306316
47,0.859133,1.275694,0.255117
48,0.859133,1.457936,0.237182
49,0.859133,1.640178,0.219621
50,0.859133,1.822420,0.215456
51,0.859133,2.004662,0.227548
52,0.859133,2.186904,0.241572
53,0.859133,2.369146,0.250348
54,0.859133,2.551388,0.269248
55,0.937236,1.093452,0.283381
56,0.937236,1.275694,0.264059
57,0.937236,1.457936,0.234846
58,0.937236,1.640178,0.223990
59,0.937236,1.822420,0.214351
60,0.937236,2.004662,0.227112
61,0.937236,2.186904,0.237442
62,0.937236,2.369146,0.248894
63,0.937236,2.551388,0.280640
64,1.015339,1.093452,0.301902
65,1.015339,1.275694,0.266930
66,1.015339,1.457936,0.228105
67,1.015339,1.640178,0.213548
68,1.015339,1.822420,0.216586
69,1.015339,2.004662,0.223912
70,1.015339,2.186904,0.236934
71,1.015339,2.369146,0.256925
72,1.015339,2.551388,0.277299
73,1.093442,1.093452,0.334597
74,1.093442,1.275694,0.267794
75,1.093442,1.457936,0.223400
76,1.093442,1.640178,0.206919
77,1.093442,1.822420,0.213240
78,1.093442,2.004662,0.224726
79,1.093442,2.186904,0.230990
80,1.093442,2.369146,0.254272
81,1.093442,2.551388,0.266190
