n,d1,d2,d3
1,0.52416,1.06704,0.343938
2,0.52416,1.06704,0.331865
3,0.52416,1.24488,0.294584
4,0.52416,1.42272,0.276529
5,0.52416,1.60056,0.211538
6,0.52416,1.77840,0.210910
7,0.52416,1.95624,0.202891
8,0.52416,2.13408,0.189645
9,0.52416,2.31192,0.203216
10,0.52416,2.48976,0.206465
11,0.61152,1.06704,0.334718
12,0.61152,1.24488,0.304387
13,0.61152,1.42272,0.235335
14,0.61152,1.60056,0.215819
15,0.61152,1.77840,0.209961
16,0.61152,1.95624,0.195610
17,0.61152,2.13408,0.189372
18,0.61152,2.31192,0.208459
19,0.61152,2.48976,0.208908
20,0.69888,1.06704,0.356273
21,0.69888,1.24488,0.307209
22,0.69888,1.42272,0.226440
23,0.69888,1.60056,0.219651
24,0.69888,1.77840,0.202521
25,0.69888,1.95624,0.186518
26,0.69888,2.13408,0.192940
27,0.69888,2.31192,0.204485
28,0.52416,1.06704,0.331865
29,0.52416,1.24488,0.294584
30,0.52416,1.42272,0.276529
31,0.52416,1.60056,0.211538
32,0.52416,1.77840,0.210910
33,0.52416,1.95624,0.202891
34,0.52416,2.13408,0.189645
35,0.52416,2.31192,0.203216
36,0.52416,2.48976,0.206465
37,0.61152,1.06704,0.334718
38,0.61152,1.24488,0.304387
39,0.61152,1.42272,0.235335
40,0.61152,1.60056,0.215819
41,0.61152,1.77840,0.209961
42,0.61152,1.95624,0.195610
43,0.61152,2.13408,0.189372
44,0.61152,2.31192,0.208459
45,0.61152,2.48976,0.208908
46,0.69888,1.06704,0.356273
47,0.69888,1.24488,0.307209
48,0.69888,1.42272,0.226440
49,0.69888,1.60056,0.219651
50,0.69888,1.77840,0.202521
51,0.69888,1.95624,0.186518
52,0.69888,2.13408,0.192940
53,0.69888,2.31192,0.204485
54,0.69888,2.48976,0.211614
55,0.78624,1.06704,0.370836
56,0.78624,1.24488,0.267225
57,0.78624,1.42272,0.240074
58,0.78624,1.60056,0.218484
59,0.78624,1.77840,0.193422
60,0.78624,1.95624,0.186559
61,0.78624,2.13408,0.193786
62,0.78624,2.31192,0.202368
63,0.78624,2.48976,0.218899
64,0.87360,1.06704,0.384543
65,0.87360,1.24488,0.272396
66,0.87360,1.42272,0.247825
67,0.87360,1.60056,0.213607
68,0.87360,1.77840,0.188176
69,0.87360,1.95624,0.190402
70,0.87360,2.13408,0.195695
71,0.87360,2.31192,0.202338
72,0.87360,2.48976,0.227023
73,0.96096,1.06704,0.332894
74,0.96096,1.24488,0.290837
75,0.96096,1.42272,0.248424
76,0.96096,1.60056,0.209449
77,0.96096,1.77840,0.192952
78,0.96096,1.95624,0.193424
79,0.96096,2.13408,0.197739
80,0.96096,2.31192,0.210989
81,0.96096,2.48976,0.238148
82,1.04832,1.06704,0.335166
83,1.04832,1.24488,0.303967
84,1.04832,1.42272,0.244398
85,1.04832,1.60056,0.213694
86,1.04832,1.77840,0.201841
87,1.04832,1.95624,0.200022
88,1.04832,2.13408,0.196881
89,1.04832,2.31192,0.216542
90,1.04832,2.48976,0.233110
91,1.13568,1.06704,0.376720
92,1.13568,1.24488,0.317513
93,1.13568,1.42272,0.252881
94,1.13568,1.60056,0.222631
95,1.13568,1.77840,0.207335
96,1.13568,1.95624,0.205577
97,1.13568,2.13408,0.208474
98,1.13568,2.31192,0.227871
99,1.13568,2.48976,0.236950
100,1.22304,1.06704,0.394678
101,1.22304,1.24488,0.323733
102,1.22304,1.42272,0.250367
103,1.22304,1.60056,0.232663
104,1.22304,1.77840,0.219571
105,1.22304,1.95624,0.208344
106,1.22304,2.13408,0.218823
107,1.22304,2.31192,0.230303
108,1.22304,2.48976,0.244878
