n,d1,d2,d3
1,0.3744,1.1856,0.254367
2,0.3744,1.3832,0.229532
3,0.3744,1.5808,0.205087
4,0.3744,1.7784,0.191598
5,0.3744,1.9760,0.202147
6,0.3744,2.1736,0.220419
7,0.3744,2.3712,0.224338
8,0.3744,2.5688,0.235441
9,0.3744,2.7664,0.247394
10,0.3744,2.9640,0.271358
11,0.4368,1.1856,0.252403
12,0.4368,1.3832,0.230496
13,0.4368,1.5808,0.196216
14,0.4368,1.7784,0.195740
15,0.4368,1.9760,0.211690
16,0.4368,2.1736,0.216665
17,0.4368,2.3712,0.222592
18,0.4368,2.5688,0.240130
19,0.4368,2.7664,0.246833
20,0.4368,2.9640,0.270292
21,0.4992,1.1856,0.256847
22,0.4992,1.3832,0.231041
23,0.4992,1.5808,0.188176
24,0.4992,1.7784,0.194284
25,0.4992,1.9760,0.210689
26,0.4992,2.1736,0.219811
27,0.4992,2.3712,0.227121
28,0.4992,2.5688,0.240742
29,0.4992,2.7664,0.252630
30,0.4992,2.9640,0.280646
31,0.5616,1.1856,0.258679
32,0.5616,1.3832,0.221677
33,0.5616,1.5808,0.198948
34,0.5616,1.7784,0.201978
35,0.5616,1.9760,0.216989
36,0.5616,2.1736,0.220300
37,0.5616,2.3712,0.230509
38,0.5616,2.5688,0.240798
39,0.5616,2.7664,0.257849
40,0.5616,2.9640,0.283821
41,0.6240,1.1856,0.274233
42,0.6240,1.3832,0.220375
43,0.6240,1.5808,0.206144
44,0.6240,1.7784,0.210645
45,0.6240,1.9760,0.216441
46,0.6240,2.1736,0.228591
47,0.6240,2.3712,0.242899
48,0.6240,2.5688,0.247631
49,0.6240,2.7664,0.269243
50,0.6240,2.9640,0.294781
51,0.6864,1.1856,0.290339
52,0.6864,1.3832,0.223286
53,0.6864,1.5808,0.206612
54,0.6864,1.7784,0.212006
55,0.6864,1.9760,0.219059
56,0.6864,2.1736,0.236624
57,0.6864,2.3712,0.245357
58,0.6864,2.5688,0.249143
59,0.6864,2.7664,0.273178
60,0.6864,2.9640,0.301661
61,0.7488,1.1856,0.272034
62,0.7488,1.3832,0.225107
63,0.7488,1.5808,0.215653
64,0.7488,1.7784,0.217902
65,0.7488,1.9760,0.222419
66,0.7488,2.1736,0.236058
67,0.7488,2.3712,0.246324
68,0.7488,2.5688,0.257604
69,0.7488,2.7664,0.277788
70,0.7488,2.9640,0.305457
71,0.8112,1.1856,0.263339
72,0.8112,1.3832,0.241440
73,0.8112,1.5808,0.221294
74,0.8112,1.7784,0.218393
75,0.8112,1.9760,0.222284
76,0.8112,2.1736,0.240340
77,0.8112,2.3712,0.241621
78,0.8112,2.5688,0.260619
79,0.8112,2.7664,0.281404
80,0.8112,2.9640,0.309931
81,0.8736,1.1856,0.271091
82,0.8736,1.3832,0.241351
83,0.8736,1.5808,0.224344
84,0.8736,1.7784,0.217254
85,0.8736,1.9760,0.227848
86,0.8736,2.1736,0.236306
87,0.8736,2.3712,0.242743
88,0.8736,2.5688,0.261014
89,0.8736,2.7664,0.279841
90,0.8736,2.9640,0.314075
91,0.9360,1.1856,0.263607
92,0.9360,1.3832,0.243438
93,0.9360,1.5808,0.224677
94,0.9360,1.7784,0.215514
95,0.9360,1.9760,0.223017
96,0.9360,2.1736,0.232970
97,0.9360,2.3712,0.249217
98,0.9360,2.5688,0.264813
99,0.9360,2.7664,0.277837
100,0.9360,2.9640,0.313258
