n,d1,d2,d3
0,0.46862,1.09345,0.241308
1,0.46862,1.27569,0.217406
2,0.46862,1.45794,0.188558
3,0.46862,1.64018,0.181790
4,0.46862,1.82242,0.188071
5,0.46862,2.00466,0.196123
6,0.46862,2.18690,0.203481
7,0.46862,2.36915,0.220488
8,0.46862,2.55139,0.220488
9,0.46862,2.73363,0.220488
10,0.54672,1.09345,0.274039
11,0.54672,1.27569,0.216074
12,0.54672,1.45794,0.191235
13,0.54672,1.64018,0.183927
14,0.54672,1.82242,0.191231
15,0.54672,2.00466,0.195517
16,0.54672,2.18690,0.200887
17,0.54672,2.36915,0.219557
18,0.54672,2.55139,0.219557
19,0.54672,2.73363,0.219557
20,0.62482,1.09345,0.288347
21,0.62482,1.27569,0.215951
22,0.62482,1.45794,0.193823
23,0.62482,1.64018,0.187077
24,0.62482,1.82242,0.192005
25,0.62482,2.00466,0.197800
26,0.62482,2.18690,0.221113
27,0.62482,2.36915,0.221113
28,0.62482,2.55139,0.221113
29,0.62482,2.73363,0.221113
30,0.70293,1.09345,0.277405
31,0.70293,1.27569,0.220426
32,0.70293,1.45794,0.196413
33,0.70293,1.64018,0.191447
34,0.70293,1.82242,0.189739
35,0.70293,2.00466,0.198347
36,0.70293,2.18690,0.220921
37,0.70293,2.36915,0.220921
38,0.70293,2.55139,0.220921
39,0.70293,2.73363,0.220921
40,0.78103,1.09345,0.263240
41,0.78103,1.27569,0.223709
42,0.78103,1.45794,0.196879
43,0.78103,1.64018,0.194719
44,0.78103,1.82242,0.190709
45,0.78103,2.00466,0.221660
46,0.78103,2.18690,0.221660
47,0.78103,2.36915,0.221660
48,0.78103,2.55139,0.221660
49,0.78103,2.73363,0.221660
50,0.85913,1.09345,0.266362
51,0.85913,1.27569,0.224366
52,0.85913,1.45794,0.201566
53,0.85913,1.64018,0.193108
54,0.85913,1.82242,0.190018
55,0.85913,2.00466,0.220696
56,0.85913,2.18690,0.220696
57,0.85913,2.36915,0.220696
58,0.85913,2.55139,0.220696
59,0.85913,2.73363,0.220696
60,0.93724,1.09345,0.278932
61,0.93724,1.27569,0.227847
62,0.93724,1.45794,0.205410
63,0.93724,1.64018,0.191556
64,0.93724,1.82242,0.192577
65,0.93724,2.00466,0.216321
66,0.93724,2.18690,0.216321
67,0.93724,2.36915,0.216321
68,0.93724,2.55139,0.216321
69,0.93724,2.73363,0.216321
70,1.01534,1.09345,0.288339
71,1.01534,1.27569,0.226861
72,1.01534,1.45794,0.205231
73,1.01534,1.64018,0.193113
74,1.01534,1.82242,0.215018
75,1.01534,2.00466,0.215018
76,1.01534,2.18690,0.215018
77,1.01534,2.36915,0.215018
78,1.01534,2.55139,0.215018
79,1.01534,2.73363,0.215018
80,1.09344,1.09345,0.279717
81,1.09344,1.27569,0.229706
82,1.09344,1.45794,0.201278
83,1.09344,1.64018,0.193380
84,1.09344,1.82242,0.213106
85,1.09344,2.00466,0.213106
86,1.09344,2.18690,0.213106
87,1.09344,2.36915,0.213106
88,1.09344,2.55139,0.213106
89,1.09344,2.73363,0.213106
90,1.17155,1.09345,0.266453
91,1.17155,1.27569,0.236692
92,1.17155,1.45794,0.205631
93,1.17155,1.64018,0.213885
94,1.17155,1.82242,0.213885
95,1.17155,2.00466,0.213885
96,1.17155,2.18690,0.213885
97,1.17155,2.36915,0.213885
98,1.17155,2.55139,0.213885
99,1.17155,2.73363,0.213885
