n,d1,d2,d3
1,0.873600,1.976000,0.191325 
2,0.811200,1.798160,0.206854 
3,0.811200,1.817920,0.204032 
4,0.811200,1.837680,0.201835 
5,0.811200,1.857440,0.201238 
6,0.811200,1.877200,0.199579 
7,0.811200,1.896960,0.196619 
8,0.811200,1.916720,0.195625 
9,0.811200,1.936480,0.196768 
10,0.811200,1.956240,0.198152 
11,0.811200,1.976000,0.195153 
12,0.811200,1.995760,0.197197 
13,0.811200,2.015520,0.199536 
14,0.811200,2.035280,0.201327 
15,0.811200,2.055040,0.201749 
16,0.811200,2.074800,0.201276 
17,0.811200,2.094560,0.202302 
18,0.811200,2.114320,0.203947 
19,0.873600,1.798160,0.195430 
20,0.873600,1.817920,0.193738 
21,0.873600,1.837680,0.191022 
22,0.873600,1.857440,0.190902 
23,0.873600,1.877200,0.191537 
24,0.873600,1.896960,0.190964 
25,0.873600,1.916720,0.190388 
26,0.873600,1.936480,0.190684 
27,0.873600,1.956240,0.193343 
28,0.873600,1.976000,0.191325 
29,0.873600,1.995760,0.193480 
30,0.873600,2.015520,0.194792 
31,0.873600,2.035280,0.196885 
32,0.873600,2.055040,0.197479 
33,0.873600,2.074800,0.198963 
34,0.873600,2.094560,0.198672 
35,0.873600,2.114320,0.200929 
36,0.936000,1.798160,0.192812 
37,0.936000,1.817920,0.193528 
38,0.936000,1.837680,0.191605 
39,0.936000,1.857440,0.191349 
40,0.936000,1.877200,0.192094 
41,0.936000,1.896960,0.192316 
42,0.936000,1.916720,0.191669 
43,0.936000,1.936480,0.192578 
44,0.936000,1.956240,0.194193 
45,0.936000,1.976000,0.193657 
46,0.936000,1.995760,0.194220 
47,0.936000,2.015520,0.194868 
48,0.936000,2.035280,0.195625 
49,0.936000,2.055040,0.196767 
50,0.936000,2.074800,0.198065 
51,0.936000,2.094560,0.201440 
52,0.936000,2.114320,0.202243 
53,0.998400,1.798160,0.198319 
54,0.998400,1.817920,0.198255 
55,0.998400,1.837680,0.196189 
56,0.998400,1.857440,0.196238 
57,0.998400,1.877200,0.197388 
58,0.998400,1.896960,0.198264 
59,0.998400,1.916720,0.195679 
60,0.998400,1.936480,0.197323 
61,0.998400,1.956240,0.198107 
62,0.998400,1.976000,0.196278 
63,0.998400,1.995760,0.198392 
64,0.998400,2.015520,0.199735 
65,0.998400,2.035280,0.201584 
66,0.998400,2.055040,0.202338 
67,0.998400,2.074800,0.203609 
68,0.998400,2.094560,0.205348 
69,0.998400,2.114320,0.206647 
70,1.060800,1.798160,0.207485 
71,1.060800,1.817920,0.207769 
72,1.060800,1.837680,0.206748 
73,1.060800,1.857440,0.206650 
74,1.060800,1.877200,0.208718 
75,1.060800,1.896960,0.207753 
76,1.060800,1.916720,0.205919 
77,1.060800,1.936480,0.206619 
78,1.060800,1.956240,0.207835 
79,1.060800,1.976000,0.207820 
80,1.060800,1.995760,0.207252 
81,1.060800,2.015520,0.209117 
82,1.060800,2.035280,0.210662 
83,1.060800,2.055040,0.210613 
84,1.060800,2.074800,0.211596 
85,1.060800,2.094560,0.211246 
86,1.060800,2.114320,0.213496 
87,1.123200,1.798160,0.218213 
88,1.123200,1.817920,0.217920 
89,1.123200,1.837680,0.215535 
90,1.123200,1.857440,0.214915 
91,1.123200,1.877200,0.216324 
92,1.123200,1.896960,0.217180 
93,1.123200,1.916720,0.215961 
94,1.123200,1.936480,0.216884 
95,1.123200,1.956240,0.218760 
96,1.123200,1.976000,0.218324 
97,1.123200,1.995760,0.217255 
98,1.123200,2.015520,0.217054 
99,1.123200,2.035280,0.216704 
100,1.123200,2.055040,0.218137 
101,1.123200,2.074800,0.219637 
102,1.123200,2.094560,0.221722 
103,1.123200,2.114320,0.224429 
104,1.185600,1.798160,0.226374 
105,1.185600,1.817920,0.226761 
106,1.185600,1.837680,0.226865 
107,1.185600,1.857440,0.224634 
108,1.185600,1.877200,0.226037 
109,1.185600,1.896960,0.226192 
110,1.185600,1.916720,0.226264 
111,1.185600,1.936480,0.226011 
112,1.185600,1.956240,0.225661 
113,1.185600,1.976000,0.223875 
114,1.185600,1.995760,0.224519 
115,1.185600,2.015520,0.225785 
116,1.185600,2.035280,0.228721 
117,1.185600,2.055040,0.230385 
118,1.185600,2.074800,0.233505 
119,1.185600,2.094560,0.235085 
120,1.185600,2.114320,0.239009 
