n,d1,d2,d3
1,0.15621,0.36448,0.245547
2,0.15621,0.72897,0.245547
3,0.15621,1.09345,0.453545
4,0.15621,1.45794,0.332365
5,0.15621,1.82242,0.284188
6,0.15621,2.18690,0.277510
7,0.15621,2.55139,0.249697
8,0.15621,2.91587,0.261474
9,0.15621,3.28036,0.291320
10,0.31241,0.36448,0.291320
11,0.31241,0.72897,0.291320
12,0.31241,1.09345,0.439169
13,0.31241,1.45794,0.318234
14,0.31241,1.82242,0.278284
15,0.31241,2.18690,0.251709
16,0.31241,2.55139,0.236489
17,0.31241,2.91587,0.255766
18,0.31241,3.28036,0.281373
19,0.46862,0.36448,0.281373
20,0.46862,0.72897,0.281373
21,0.46862,1.09345,0.427910
22,0.46862,1.45794,0.326809
23,0.46862,1.82242,0.311953
24,0.46862,2.18690,0.244796
25,0.46862,2.55139,0.246233
26,0.46862,2.91587,0.278665
27,0.46862,3.28036,0.311423
28,0.62482,0.36448,0.311423
29,0.62482,0.72897,0.311423
30,0.62482,1.09345,0.393799
31,0.62482,1.45794,0.326711
32,0.62482,1.82242,0.309057
33,0.62482,2.18690,0.241647
34,0.62482,2.55139,0.253578
35,0.62482,2.91587,0.288470
36,0.62482,3.28036,0.340220
37,0.78103,0.36448,0.340220
38,0.78103,0.72897,0.340220
39,0.78103,1.09345,0.344609
40,0.78103,1.45794,0.333169
41,0.78103,1.82242,0.245271
42,0.78103,2.18690,0.227432
43,0.78103,2.55139,0.252249
44,0.78103,2.91587,0.285493
45,0.78103,3.28036,0.348232
46,0.93724,0.36448,0.348232
47,0.93724,0.72897,0.348232
48,0.93724,1.09345,0.333024
49,0.93724,1.45794,0.312797
50,0.93724,1.82242,0.238695
51,0.93724,2.18690,0.221457
52,0.93724,2.55139,0.242684
53,0.93724,2.91587,0.281057
54,0.93724,3.28036,0.359253
55,1.09344,0.36448,0.359253
56,1.09344,0.72897,0.359253
57,1.09344,1.09345,0.371462
58,1.09344,1.45794,0.285863
59,1.09344,1.82242,0.239393
60,1.09344,2.18690,0.229392
61,1.09344,2.55139,0.240087
62,1.09344,2.91587,0.299863
63,1.09344,3.28036,0.380980
64,1.24965,0.36448,0.380980
65,1.24965,0.72897,0.380980
66,1.24965,1.09345,0.401357
67,1.24965,1.45794,0.287535
68,1.24965,1.82242,0.246799
69,1.24965,2.18690,0.236179
70,1.24965,2.55139,0.264173
71,1.24965,2.91587,0.336929
72,1.24965,3.28036,0.400230
73,1.40585,0.36448,0.400230
74,1.40585,0.72897,0.400230
75,1.40585,1.09345,0.408788
76,1.40585,1.45794,0.302670
77,1.40585,1.82242,0.258283
78,1.40585,2.18690,0.241698
79,1.40585,2.55139,0.280163
80,1.40585,2.91587,0.380929
81,1.40585,3.28036,0.442907
