n,d1,d2,d3
1,0.5850,1.2870,0.379976
2,0.5850,1.5015,0.319158
3,0.5850,1.7160,0.319032
4,0.5850,1.9305,0.265470
5,0.5850,2.1450,0.239764
6,0.5850,2.3595,0.244778
7,0.5850,2.5740,0.257110
8,0.5850,2.7885,0.293231
9,0.5850,3.0030,0.309537
10,0.6825,1.2870,0.350236
11,0.6825,1.5015,0.329985
12,0.6825,1.7160,0.305169
13,0.6825,1.9305,0.240014
14,0.6825,2.1450,0.237705
15,0.6825,2.3595,0.240497
16,0.6825,2.5740,0.261598
17,0.6825,2.7885,0.287270
18,0.6825,3.0030,0.314359
19,0.7800,1.2870,0.341987
20,0.7800,1.5015,0.321472
21,0.7800,1.7160,0.254323
22,0.7800,1.9305,0.228418
23,0.7800,2.1450,0.225064
24,0.7800,2.3595,0.229253
25,0.7800,2.5740,0.254698
26,0.7800,2.7885,0.276884
27,0.7800,3.0030,0.314709
28,0.8775,1.2870,0.347765
29,0.8775,1.5015,0.302830
30,0.8775,1.7160,0.245994
31,0.8775,1.9305,0.222838
32,0.8775,2.1450,0.219997
33,0.8775,2.3595,0.224302
34,0.8775,2.5740,0.244313
35,0.8775,2.7885,0.269850
36,0.8775,3.0030,0.308949
37,0.9750,1.2870,0.349570
38,0.9750,1.5015,0.268677
39,0.9750,1.7160,0.233452
40,0.9750,1.9305,0.223705
41,0.9750,2.1450,0.217871
42,0.9750,2.3595,0.225369
43,0.9750,2.5740,0.238664
44,0.9750,2.7885,0.274019
45,0.9750,3.0030,0.313417
46,1.0725,1.2870,0.352916
47,1.0725,1.5015,0.265815
48,1.0725,1.7160,0.243426
49,1.0725,1.9305,0.227148
50,1.0725,2.1450,0.221621
51,1.0725,2.3595,0.226390
52,1.0725,2.5740,0.243971
53,1.0725,2.7885,0.287111
54,1.0725,3.0030,0.325542
55,1.1700,1.2870,0.326471
56,1.1700,1.5015,0.270746
57,1.1700,1.7160,0.251878
58,1.1700,1.9305,0.235376
59,1.1700,2.1450,0.231142
60,1.1700,2.3595,0.226524
61,1.1700,2.5740,0.255360
62,1.1700,2.7885,0.297159
63,1.1700,3.0030,0.347336
64,1.2675,1.2870,0.326181
65,1.2675,1.5015,0.276873
66,1.2675,1.7160,0.254762
67,1.2675,1.9305,0.240323
68,1.2675,2.1450,0.235013
69,1.2675,2.3595,0.239017
70,1.2675,2.5740,0.273803
71,1.2675,2.7885,0.312825
72,1.2675,3.0030,0.364199
73,1.3650,1.2870,0.329741
74,1.3650,1.5015,0.288919
75,1.3650,1.7160,0.262286
76,1.3650,1.9305,0.249385
77,1.3650,2.1450,0.236445
78,1.3650,2.3595,0.249291
79,1.3650,2.5740,0.282206
80,1.3650,2.7885,0.335337
81,1.3650,3.0030,0.392742
