n,d1,d2,d3
1,0.3744,1.1232,0.552661
2,0.3744,1.3104,0.469882
3,0.3744,1.4976,0.409643
4,0.3744,1.6848,0.370361
5,0.3744,1.8720,0.361897
6,0.3744,2.0592,0.329977
7,0.3744,2.2464,0.273826
8,0.3744,2.4336,0.284071
9,0.3744,2.6208,0.290289
10,0.3744,2.8080,0.298789
11,0.4368,1.1232,0.560032
12,0.4368,1.3104,0.476311
13,0.4368,1.4976,0.416167
14,0.4368,1.6848,0.381848
15,0.4368,1.8720,0.370211
16,0.4368,2.0592,0.332758
17,0.4368,2.2464,0.281316
18,0.4368,2.4336,0.291759
19,0.4368,2.6208,0.293425
20,0.4368,2.8080,0.310276
21,0.4992,1.1232,0.542392
22,0.4992,1.3104,0.471167
23,0.4992,1.4976,0.415090
24,0.4992,1.6848,0.394924
25,0.4992,1.8720,0.374154
26,0.4992,2.0592,0.314769
27,0.4992,2.2464,0.286953
28,0.4992,2.4336,0.288521
29,0.4992,2.6208,0.294872
30,0.4992,2.8080,0.314675
31,0.5616,1.1232,0.520826
32,0.5616,1.3104,0.465437
33,0.5616,1.4976,0.414595
34,0.5616,1.6848,0.402154
35,0.5616,1.8720,0.359762
36,0.5616,2.0592,0.281796
37,0.5616,2.2464,0.280605
38,0.5616,2.4336,0.281687
39,0.5616,2.6208,0.296175
40,0.5616,2.8080,0.311981
41,0.6240,1.1232,0.509681
42,0.6240,1.3104,0.452134
43,0.6240,1.4976,0.402520
44,0.6240,1.6848,0.387413
45,0.6240,1.8720,0.343673
46,0.6240,2.0592,0.272887
47,0.6240,2.2464,0.280469
48,0.6240,2.4336,0.276921
49,0.6240,2.6208,0.291938
50,0.6240,2.8080,0.302035
51,0.6864,1.1232,0.480904
52,0.6864,1.3104,0.427363
53,0.6864,1.4976,0.400985
54,0.6864,1.6848,0.368780
55,0.6864,1.8720,0.309509
56,0.6864,2.0592,0.267372
57,0.6864,2.2464,0.267988
58,0.6864,2.4336,0.263217
59,0.6864,2.6208,0.281719
60,0.6864,2.8080,0.290639
61,0.7488,1.1232,0.457506
62,0.7488,1.3104,0.410088
63,0.7488,1.4976,0.392726
64,0.7488,1.6848,0.341416
65,0.7488,1.8720,0.265490
66,0.7488,2.0592,0.257928
67,0.7488,2.2464,0.253057
68,0.7488,2.4336,0.252716
69,0.7488,2.6208,0.270272
70,0.7488,2.8080,0.274935
71,0.8112,1.1232,0.439364
72,0.8112,1.3104,0.400348
73,0.8112,1.4976,0.376127
74,0.8112,1.6848,0.329610
75,0.8112,1.8720,0.257796
76,0.8112,2.0592,0.252547
77,0.8112,2.2464,0.241489
78,0.8112,2.4336,0.246667
79,0.8112,2.6208,0.260336
80,0.8112,2.8080,0.269590
81,0.8736,1.1232,0.423864
82,0.8736,1.3104,0.399645
83,0.8736,1.4976,0.364284
84,0.8736,1.6848,0.306020
85,0.8736,1.8720,0.257156
86,0.8736,2.0592,0.245765
87,0.8736,2.2464,0.231463
88,0.8736,2.4336,0.241644
89,0.8736,2.6208,0.248797
90,0.8736,2.8080,0.267931
91,0.9360,1.1232,0.422332
92,0.9360,1.3104,0.395081
93,0.9360,1.4976,0.353753
94,0.9360,1.6848,0.271152
95,0.9360,1.8720,0.257473
96,0.9360,2.0592,0.242306
97,0.9360,2.2464,0.231209
98,0.9360,2.4336,0.238084
99,0.9360,2.6208,0.245316
100,0.9360,2.8080,0.269199
