0.20933	0.42194	0.203091 
0.20933	0.63290	0.203091 
0.20933	0.84387	0.203091 
0.20933	1.05484	0.411838 
0.20933	1.26581	0.348260 
0.20933	1.47678	0.293001 
0.20933	1.68774	0.256405 
0.20933	1.89871	0.229504 
0.20933	2.10968	0.239380 
0.20933	2.32065	0.229754 
0.20933	2.53162	0.217114 
0.20933	2.74258	0.211177 
0.20933	2.95355	0.210445 
0.20933	3.16452	0.224424 
0.20933	3.37549	0.220689 
0.20933	3.58646	0.241292 
0.31399	0.42194	0.241292 
0.31399	0.63290	0.241292 
0.31399	0.84387	0.241292 
0.31399	1.05484	0.380409 
0.31399	1.26581	0.332229 
0.31399	1.47678	0.276003 
0.31399	1.68774	0.234860 
0.31399	1.89871	0.228526 
0.31399	2.10968	0.228622 
0.31399	2.32065	0.207309 
0.31399	2.53162	0.208588 
0.31399	2.74258	0.196993 
0.31399	2.95355	0.205627 
0.31399	3.16452	0.215732 
0.31399	3.37549	0.228881 
0.31399	3.58646	0.243551 
0.41866	0.42194	0.243551 
0.41866	0.63290	0.243551 
0.41866	0.84387	0.243551 
0.41866	1.05484	0.382578 
0.41866	1.26581	0.332871 
0.41866	1.47678	0.273975 
0.41866	1.68774	0.229645 
0.41866	1.89871	0.235994 
0.41866	2.10968	0.218437 
0.41866	2.32065	0.204332 
0.41866	2.53162	0.196689 
0.41866	2.74258	0.198053 
0.41866	2.95355	0.215790 
0.41866	3.16452	0.217429 
0.41866	3.37549	0.247486 
0.41866	3.58646	0.260089 
0.52333	0.42194	0.260089 
0.52333	0.63290	0.260089 
0.52333	0.84387	0.260089 
0.52333	1.05484	0.368804 
0.52333	1.26581	0.332622 
0.52333	1.47678	0.264511 
0.52333	1.68774	0.241872 
0.52333	1.89871	0.239226 
0.52333	2.10968	0.210712 
0.52333	2.32065	0.209802 
0.52333	2.53162	0.200465 
0.52333	2.74258	0.212447 
0.52333	2.95355	0.226877 
0.52333	3.16452	0.247090 
0.52333	3.37549	0.279154 
0.52333	3.58646	0.294309 
0.62799	0.42194	0.294309 
0.62799	0.63290	0.294309 
0.62799	0.84387	0.294309 
0.62799	1.05484	0.360096 
0.62799	1.26581	0.320888 
0.62799	1.47678	0.263671 
0.62799	1.68774	0.248700 
0.62799	1.89871	0.229156 
0.62799	2.10968	0.210108 
0.62799	2.32065	0.207746 
0.62799	2.53162	0.208652 
0.62799	2.74258	0.225516 
0.62799	2.95355	0.236999 
0.62799	3.16452	0.273880 
0.62799	3.37549	0.300874 
0.62799	3.58646	0.329059 
0.73266	0.42194	0.329059 
0.73266	0.63290	0.329059 
0.73266	0.84387	0.329059 
0.73266	1.05484	0.346022 
0.73266	1.26581	0.302352 
0.73266	1.47678	0.270049 
0.73266	1.68774	0.248610 
0.73266	1.89871	0.219435 
0.73266	2.10968	0.214896 
0.73266	2.32065	0.207584 
0.73266	2.53162	0.217461 
0.73266	2.74258	0.232916 
0.73266	2.95355	0.254582 
0.73266	3.16452	0.292628 
0.73266	3.37549	0.319425 
0.73266	3.58646	0.353555 
0.83732	0.42194	0.353555 
0.83732	0.63290	0.353555 
0.83732	0.84387	0.353555 
0.83732	1.05484	0.325470 
0.83732	1.26581	0.298019 
0.83732	1.47678	0.273764 
0.83732	1.68774	0.242180 
0.83732	1.89871	0.217101 
0.83732	2.10968	0.209339 
0.83732	2.32065	0.206170 
0.83732	2.53162	0.219986 
0.83732	2.74258	0.230432 
0.83732	2.95355	0.264134 
0.83732	3.16452	0.296347 
0.83732	3.37549	0.331753 
0.83732	3.58646	0.357669 
0.94199	0.42194	0.357669 
0.94199	0.63290	0.357669 
0.94199	0.84387	0.357669 
0.94199	1.05484	0.312708 
0.94199	1.26581	0.304836 
0.94199	1.47678	0.276822 
0.94199	1.68774	0.236756 
0.94199	1.89871	0.222074 
0.94199	2.10968	0.203948 
0.94199	2.32065	0.205807 
0.94199	2.53162	0.219619 
0.94199	2.74258	0.237011 
0.94199	2.95355	0.271024 
0.94199	3.16452	0.297554 
0.94199	3.37549	0.339914 
0.94199	3.58646	0.346561 
1.04665	0.42194	0.346561 
1.04665	0.63290	0.346561 
1.04665	0.84387	0.346561 
1.04665	1.05484	0.330026 
1.04665	1.26581	0.311611 
1.04665	1.47678	0.273720 
1.04665	1.68774	0.240099 
1.04665	1.89871	0.217268 
1.04665	2.10968	0.203091 
1.04665	2.32065	0.207350 
1.04665	2.53162	0.217123 
1.04665	2.74258	0.244314 
1.04665	2.95355	0.275223 
1.04665	3.16452	0.311885 
1.04665	3.37549	0.342911 
1.04665	3.58646	0.354834 
1.15132	0.42194	0.354834 
1.15132	0.63290	0.354834 
1.15132	0.84387	0.354834 
1.15132	1.05484	0.340219 
1.15132	1.26581	0.322236 
1.15132	1.47678	0.271472 
1.15132	1.68774	0.246784 
1.15132	1.89871	0.215188 
1.15132	2.10968	0.207617 
1.15132	2.32065	0.212233 
1.15132	2.53162	0.224690 
1.15132	2.74258	0.259945 
1.15132	2.95355	0.290247 
1.15132	3.16452	0.324689 
1.15132	3.37549	0.348750 
1.15132	3.58646	0.393734 
1.25598	0.42194	0.393734 
1.25598	0.63290	0.393734 
1.25598	0.84387	0.393734 
1.25598	1.05484	0.352601 
1.25598	1.26581	0.321314 
1.25598	1.47678	0.275197 
1.25598	1.68774	0.240373 
1.25598	1.89871	0.216937 
1.25598	2.10968	0.215089 
1.25598	2.32065	0.214928 
1.25598	2.53162	0.240483 
1.25598	2.74258	0.272025 
1.25598	2.95355	0.309588 
1.25598	3.16452	0.341784 
1.25598	3.37549	0.366342 
1.25598	3.58646	0.406592 
1.36065	0.42194	0.406592 
1.36065	0.63290	0.406592 
1.36065	0.84387	0.406592 
1.36065	1.05484	0.364498 
1.36065	1.26581	0.314612 
1.36065	1.47678	0.276148 
