n,d1,d2,d3
1,0.377495,1.077828,0.548555
2,0.377495,1.077828,0.548555
3,0.377495,1.257466,0.443127
4,0.377495,1.257466,0.443127
5,0.377495,1.437104,0.372226
6,0.377495,1.437104,0.372226
7,0.377495,1.616742,0.326845
8,0.377495,1.616742,0.326845
9,0.377495,1.796380,0.332549
10,0.377495,1.796380,0.332549
11,0.377495,1.976018,0.308614
12,0.377495,1.976018,0.308614
13,0.377495,2.155656,0.271141
14,0.377495,2.155656,0.271141
15,0.377495,2.335294,0.251585
16,0.377495,2.335294,0.251585
17,0.377495,2.514932,0.254216
18,0.377495,2.514932,0.254216
19,0.377495,2.694570,0.263026
20,0.377495,2.694570,0.263026
21,0.452994,1.077828,0.547807
22,0.452994,1.077828,0.547807
23,0.452994,1.257466,0.442317
24,0.452994,1.257466,0.442317
25,0.452994,1.437104,0.367856
26,0.452994,1.437104,0.367856
27,0.452994,1.616742,0.334300
28,0.452994,1.616742,0.334300
29,0.452994,1.796380,0.343913
30,0.452994,1.796380,0.343913
31,0.452994,1.976018,0.313554
32,0.452994,1.976018,0.313554
33,0.452994,2.155656,0.260886
34,0.452994,2.155656,0.260886
35,0.452994,2.335294,0.253790
36,0.452994,2.335294,0.253790
37,0.452994,2.514932,0.256126
38,0.452994,2.514932,0.256126
39,0.452994,2.694570,0.260038
40,0.452994,2.694570,0.260038
41,0.528493,1.077828,0.534810
42,0.528493,1.077828,0.534810
43,0.528493,1.257466,0.433884
44,0.528493,1.257466,0.433884
45,0.528493,1.437104,0.372212
46,0.528493,1.437104,0.372212
47,0.528493,1.616742,0.357084
48,0.528493,1.616742,0.357084
49,0.528493,1.796380,0.343025
50,0.528493,1.796380,0.343025
51,0.528493,1.976018,0.311343
52,0.528493,1.976018,0.311343
53,0.528493,2.155656,0.260493
54,0.528493,2.335294,0.256652
55,0.528493,2.155656,0.260493
56,0.528493,2.514932,0.256499
57,0.528493,2.335294,0.256652
58,0.528493,2.694570,0.267745
59,0.528493,2.514932,0.256499
60,0.528493,2.694570,0.267745
61,0.679491,1.077828,0.487059
62,0.679491,1.077828,0.487059
63,0.679491,1.257466,0.390050
64,0.679491,1.257466,0.390050
65,0.679491,1.437104,0.354243
66,0.679491,1.437104,0.354243
67,0.679491,1.616742,0.347811
68,0.679491,1.616742,0.347811
69,0.679491,1.796380,0.315859
70,0.679491,1.796380,0.315859
71,0.679491,1.976018,0.255532
72,0.679491,1.976018,0.255532
73,0.679491,2.155656,0.245665
74,0.679491,2.155656,0.245665
75,0.679491,2.335294,0.243849
76,0.679491,2.335294,0.243849
