n,d1,d2,d3
0,0.078103,0.18224,0.328133
1,0.078103,0.36448,0.328133
2,0.078103,0.54673,0.328133
3,0.078103,0.72897,0.328133
4,0.078103,0.91121,0.328133
5,0.078103,1.09345,0.465483
6,0.078103,1.27569,0.359203
7,0.078103,1.45794,0.328133
8,0.078103,1.64018,0.298215
9,0.078103,1.82242,0.266250
10,0.078103,2.00466,0.244797
11,0.078103,2.18691,0.252018
12,0.078103,2.36915,0.251628
13,0.078103,2.55139,0.245664
14,0.078103,2.73363,0.251176
15,0.078103,2.91587,0.267528
16,0.078103,3.09811,0.277644
17,0.078103,3.28036,0.286503
18,0.078103,3.46259,0.292033
19,0.078103,3.64484,0.301271
20,0.156206,0.18224,0.301271
21,0.156206,0.36448,0.301271
22,0.156206,0.54673,0.301271
23,0.156206,0.72897,0.301271
24,0.156206,0.91121,0.301271
25,0.156206,1.09345,0.419329
26,0.156206,1.27569,0.347657
27,0.156206,1.45794,0.305076
28,0.156206,1.64018,0.270796
29,0.156206,1.82242,0.237416
30,0.156206,2.00466,0.236889
31,0.156206,2.18691,0.235672
32,0.156206,2.36915,0.244633
33,0.156206,2.55139,0.232910
34,0.156206,2.73363,0.250568
35,0.156206,2.91587,0.267391
36,0.156206,3.09811,0.270853
37,0.156206,3.28036,0.281355
38,0.156206,3.46259,0.296194
39,0.156206,3.64484,0.305458
40,0.234309,0.18224,0.305458
41,0.234309,0.36448,0.305458
42,0.234309,0.54673,0.305458
43,0.234309,0.72897,0.305458
44,0.234309,0.91121,0.305458
45,0.234309,1.09345,0.367926
46,0.234309,1.27569,0.322667
47,0.234309,1.45794,0.285681
48,0.234309,1.64018,0.239192
49,0.234309,1.82242,0.220638
50,0.234309,2.00466,0.232875
51,0.234309,2.18691,0.222401
52,0.234309,2.36915,0.223551
53,0.234309,2.55139,0.228271
54,0.234309,2.73363,0.248644
55,0.234309,2.91587,0.259846
56,0.234309,3.09811,0.277675
57,0.234309,3.28036,0.279024
58,0.234309,3.46259,0.301985
59,0.234309,3.64484,0.311834
60,0.312412,0.18224,0.311834
61,0.312412,0.36448,0.311834
62,0.312412,0.54673,0.311834
63,0.312412,0.72897,0.311834
64,0.312412,0.91121,0.311834
65,0.312412,1.09345,0.361905
66,0.312412,1.27569,0.307550
67,0.312412,1.45794,0.269415
68,0.312412,1.64018,0.218853
69,0.312412,1.82242,0.208221
70,0.312412,2.00466,0.216051
71,0.312412,2.18691,0.221864
72,0.312412,2.36915,0.215720
73,0.312412,2.55139,0.235339
74,0.312412,2.73363,0.256770
75,0.312412,2.91587,0.263368
76,0.312412,3.09811,0.284209
77,0.312412,3.28036,0.289698
78,0.312412,3.46259,0.314823
79,0.312412,3.64484,0.330316
80,0.390515,0.18224,0.330316
81,0.390515,0.36448,0.330316
82,0.390515,0.54673,0.330316
83,0.390515,0.72897,0.330316
84,0.390515,0.91121,0.330316
85,0.390515,1.09345,0.339114
86,0.390515,1.27569,0.298811
87,0.390515,1.45794,0.240433
88,0.390515,1.64018,0.206340
89,0.390515,1.82242,0.218588
90,0.390515,2.00466,0.211748
91,0.390515,2.18691,0.208389
92,0.390515,2.36915,0.223386
93,0.390515,2.55139,0.245457
94,0.390515,2.73363,0.266738
95,0.390515,2.91587,0.283863
96,0.390515,3.09811,0.299658
97,0.390515,3.28036,0.317171
98,0.390515,3.46259,0.342083
99,0.390515,3.64484,0.349206
100,0.468618,0.18224,0.349206
101,0.468618,0.36448,0.349206
102,0.468618,0.54673,0.349206
103,0.468618,0.72897,0.349206
104,0.468618,0.91121,0.349206
105,0.468618,1.09345,0.365176
106,0.468618,1.27569,0.285325
107,0.468618,1.45794,0.227178
108,0.468618,1.64018,0.204226
109,0.468618,1.82242,0.214432
110,0.468618,2.00466,0.212090
111,0.468618,2.18691,0.209619
112,0.468618,2.36915,0.231176
113,0.468618,2.55139,0.256189
114,0.468618,2.73363,0.277571
115,0.468618,2.91587,0.299402
116,0.468618,3.09811,0.318784
117,0.468618,3.28036,0.350004
118,0.468618,3.46259,0.364917
119,0.468618,3.64484,0.377148
120,0.546721,0.18224,0.377148
121,0.546721,0.36448,0.377148
122,0.546721,0.54673,0.377148
123,0.546721,0.72897,0.377148
124,0.546721,0.91121,0.377148
125,0.546721,1.09345,0.374948
126,0.546721,1.27569,0.260187
127,0.546721,1.45794,0.217153
128,0.546721,1.64018,0.210877
129,0.546721,1.82242,0.209761
