n,d1,d2,d3
1,0.062400,1.699360,0.292488 
2,0.062400,1.719120,0.287458 
3,0.062400,1.699360,0.292488 
4,0.062400,1.719120,0.287458 
5,0.062400,1.699360,0.292488 
6,0.062400,1.699360,0.292488 
7,0.062400,1.699360,0.292488 
8,0.062400,1.719120,0.287458 
9,0.062400,1.738880,0.288675 
10,0.062400,1.758640,0.289532 
11,0.062400,1.778400,0.285662 
12,0.062400,1.798160,0.284916 
13,0.062400,1.817920,0.285089 
14,0.062400,1.837680,0.284153 
15,0.062400,1.857440,0.278779 
16,0.062400,1.877200,0.283294 
17,0.062400,1.896960,0.281568 
18,0.062400,1.916720,0.279420 
19,0.062400,1.936480,0.277684 
20,0.062400,1.956240,0.278157 
21,0.062400,1.976000,0.273827 
22,0.062400,1.995760,0.275543 
23,0.062400,2.015520,0.272541 
24,0.062400,2.035280,0.272798 
25,0.062400,2.055040,0.272893 
26,0.062400,2.074800,0.274436 
27,0.062400,2.094560,0.280833 
28,0.062400,2.114320,0.281237 
29,0.062400,2.134080,0.283217 
30,0.062400,2.153840,0.283757 
31,0.062400,2.173600,0.288109 
32,0.124800,1.699360,0.282671 
33,0.124800,1.719120,0.278502 
34,0.124800,1.738880,0.275094 
35,0.124800,1.758640,0.277116 
36,0.124800,1.778400,0.273423 
37,0.124800,1.798160,0.268966 
38,0.124800,1.817920,0.267159 
39,0.124800,1.837680,0.266345 
40,0.124800,1.857440,0.263632 
41,0.124800,1.877200,0.269425 
42,0.124800,1.896960,0.269694 
43,0.124800,1.916720,0.262938 
44,0.124800,1.936480,0.262736 
45,0.124800,1.956240,0.261638 
46,0.124800,1.976000,0.259360 
47,0.124800,1.995760,0.263275 
48,0.124800,2.015520,0.264669 
49,0.124800,2.035280,0.271068 
50,0.124800,2.055040,0.267892 
51,0.124800,2.074800,0.270365 
52,0.124800,2.094560,0.271631 
53,0.124800,2.114320,0.274137 
54,0.124800,2.134080,0.275188 
55,0.124800,2.153840,0.277159 
56,0.124800,2.173600,0.280039 
57,0.187200,1.699360,0.271892 
58,0.187200,1.719120,0.268601 
59,0.187200,1.738880,0.263530 
60,0.187200,1.758640,0.262131 
61,0.187200,1.778400,0.257297 
62,0.187200,1.798160,0.256380 
63,0.187200,1.817920,0.254690 
64,0.187200,1.837680,0.260365 
65,0.187200,1.857440,0.257060 
66,0.187200,1.877200,0.258072 
67,0.187200,1.896960,0.256112 
68,0.187200,1.916720,0.254430 
69,0.187200,1.936480,0.256297 
