n,d1,d2,d3
0,0.30000,1.09345,0.357925
1,0.30000,1.27569,0.295696
2,0.30000,1.45794,0.271792
3,0.30000,1.64018,0.227493
4,0.30000,1.82242,0.203650
5,0.30000,2.00466,0.206279
6,0.30000,2.18690,0.208346
7,0.30000,2.36915,0.206643
8,0.30000,2.55139,0.282150
9,0.35000,1.09345,0.349683
10,0.35000,1.27569,0.293126
11,0.35000,1.45794,0.264525
12,0.35000,1.64018,0.217280
13,0.35000,1.82242,0.203673
14,0.35000,2.00466,0.203962
15,0.35000,2.18690,0.203280
16,0.35000,2.36915,0.206406
17,0.35000,2.55139,0.280281
18,0.40000,1.09345,0.344349
19,0.40000,1.27569,0.290950
20,0.40000,1.45794,0.245088
21,0.40000,1.64018,0.209784
22,0.40000,1.82242,0.197839
23,0.40000,2.00466,0.198419
24,0.40000,2.18690,0.197141
25,0.40000,2.36915,0.209181
26,0.40000,2.55139,0.286228
27,0.45000,1.09345,0.332204
28,0.45000,1.27569,0.289310
29,0.45000,1.45794,0.239616
30,0.45000,1.64018,0.204413
31,0.45000,1.82242,0.196786
32,0.45000,2.00466,0.197601
33,0.45000,2.18690,0.190709
34,0.45000,2.36915,0.255391
35,0.45000,2.55139,0.291536
36,0.46862,1.09345,0.334995
37,0.46862,1.27569,0.288730
38,0.46862,1.45794,0.238273
39,0.46862,1.64018,0.203045
40,0.46862,1.82242,0.198529
41,0.46862,2.00466,0.196336
42,0.46862,2.18690,0.191709
43,0.46862,2.36915,0.261436
44,0.46862,2.55139,0.296437
45,0.50000,1.09345,0.331030
46,0.50000,1.27569,0.289333
47,0.50000,1.45794,0.234841
48,0.50000,1.64018,0.202862
49,0.50000,1.82242,0.200757
50,0.50000,2.00466,0.195089
51,0.50000,2.18690,0.192451
52,0.50000,2.36915,0.268791
53,0.50000,2.55139,0.301845
54,0.52000,1.09345,0.327243
55,0.52000,1.27569,0.286776
56,0.52000,1.45794,0.232019
57,0.52000,1.64018,0.208762
58,0.52000,1.82242,0.200219
59,0.52000,2.00466,0.194231
60,0.52000,2.18690,0.193712
61,0.52000,2.36915,0.272776
62,0.52000,2.55139,0.304556
63,0.54672,1.09345,0.324485
64,0.54672,1.27569,0.287170
65,0.54672,1.45794,0.231254
66,0.54672,1.64018,0.206574
67,0.54672,1.82242,0.202411
68,0.54672,2.00466,0.193251
69,0.54672,2.18690,0.196682
70,0.54672,2.36915,0.278993
71,0.54672,2.55139,0.309373
72,0.55000,1.09345,0.323997
73,0.55000,1.27569,0.286628
74,0.55000,1.45794,0.230900
75,0.55000,1.64018,0.206678
76,0.55000,1.82242,0.202855
77,0.55000,2.00466,0.193733
78,0.55000,2.18690,0.197121
79,0.55000,2.36915,0.278878
80,0.55000,2.55139,0.311284
81,0.62482,1.09345,0.327738
82,0.62482,1.27569,0.279526
83,0.62482,1.45794,0.229664
84,0.62482,1.64018,0.208348
85,0.62482,1.82242,0.200724
86,0.62482,2.00466,0.192962
87,0.62482,2.18690,0.207010
88,0.62482,2.36915,0.290251
89,0.62482,2.55139,0.327313
90,0.70293,1.09345,0.331731
91,0.70293,1.27569,0.277950
92,0.70293,1.45794,0.235073
93,0.70293,1.64018,0.211722
94,0.70293,1.82242,0.200137
95,0.70293,2.00466,0.195628
96,0.70293,2.18690,0.270463
97,0.70293,2.36915,0.302367
98,0.70293,2.55139,0.341364
99,0.78103,1.09345,0.339541
100,0.78103,1.27569,0.278463
101,0.78103,1.45794,0.238865
102,0.78103,1.64018,0.209310
103,0.78103,1.82242,0.196612
104,0.78103,2.00466,0.202965
105,0.78103,2.18690,0.281653
106,0.78103,2.36915,0.312854
107,0.78103,2.55139,0.356892
108,0.85913,1.09345,0.336277
109,0.85913,1.27569,0.282664
110,0.85913,1.45794,0.238543
111,0.85913,1.64018,0.210076
112,0.85913,1.82242,0.197114
113,0.85913,2.00466,0.258100
114,0.85913,2.18690,0.287383
115,0.85913,2.36915,0.318538
116,0.85913,2.55139,0.363199
117,0.93724,1.09345,0.332347
118,0.93724,1.27569,0.283464
119,0.93724,1.45794,0.239445
120,0.93724,1.64018,0.209711
121,0.93724,1.82242,0.203982
122,0.93724,2.00466,0.264326
123,0.93724,2.18690,0.289829
124,0.93724,2.36915,0.327622
125,0.93724,2.55139,0.366505
126,1.01534,1.09345,0.337351
127,1.01534,1.27569,0.288905
128,1.01534,1.45794,0.235200
129,1.01534,1.64018,0.211593
130,1.01534,1.82242,0.245312
131,1.01534,2.00466,0.267718
132,1.01534,2.18690,0.295470
133,1.01534,2.36915,0.333982
134,1.01534,2.55139,0.376116
135,1.09344,1.09345,0.345753
136,1.09344,1.27569,0.290640
137,1.09344,1.45794,0.237603
138,1.09344,1.64018,0.217625
139,1.09344,1.82242,0.254562
140,1.09344,2.00466,0.272390
141,1.09344,2.18690,0.304602
142,1.09344,2.36915,0.341731
143,1.09344,2.55139,0.386641
