n,d1,d2,d3
0,0.54542,1.33965,0.349461
1,0.54542,1.41015,0.333844
2,0.54542,1.48437,0.317885
3,0.54542,1.56250,0.317424
4,0.54542,1.64473,0.306320
5,0.54542,1.73130,0.310578
6,0.54542,1.82242,0.297918
7,0.54542,1.91354,0.277979
8,0.54542,2.00922,0.268349
9,0.54542,2.10968,0.267850
10,0.54542,2.21516,0.267796
11,0.54542,2.32592,0.266682
12,0.54542,2.44221,0.270305
13,0.54542,2.56432,0.276197
14,0.54542,2.69254,0.287064
15,0.57413,1.33965,0.348458
16,0.57413,1.41015,0.332276
17,0.57413,1.48437,0.319020
18,0.57413,1.56250,0.314358
19,0.57413,1.64473,0.305643
20,0.57413,1.73130,0.304707
21,0.57413,1.82242,0.284464
22,0.57413,1.91354,0.275728
23,0.57413,2.00922,0.266124
24,0.57413,2.10968,0.266185
25,0.57413,2.21516,0.269267
26,0.57413,2.32592,0.267237
27,0.57413,2.44221,0.270189
28,0.57413,2.56432,0.276857
29,0.57413,2.69254,0.286413
30,0.60434,1.33965,0.351450
31,0.60434,1.41015,0.332750
32,0.60434,1.48437,0.323617
33,0.60434,1.56250,0.314716
34,0.60434,1.64473,0.316503
35,0.60434,1.73130,0.299262
36,0.60434,1.82242,0.284884
37,0.60434,1.91354,0.272172
38,0.60434,2.00922,0.267100
39,0.60434,2.10968,0.265232
40,0.60434,2.21516,0.265790
41,0.60434,2.32592,0.265734
42,0.60434,2.44221,0.268651
43,0.60434,2.56432,0.274726
44,0.60434,2.69254,0.284282
45,0.63615,1.33965,0.339481
46,0.63615,1.41015,0.324900
47,0.63615,1.48437,0.322218
48,0.63615,1.56250,0.310114
49,0.63615,1.64473,0.313098
50,0.63615,1.73130,0.292349
51,0.63615,1.82242,0.281682
52,0.63615,1.91354,0.270550
53,0.63615,2.00922,0.265482
54,0.63615,2.10968,0.264163
55,0.63615,2.21516,0.265377
56,0.63615,2.32592,0.264440
57,0.63615,2.44221,0.267663
58,0.63615,2.56432,0.276623
59,0.63615,2.69254,0.286369
60,0.69963,1.33965,0.334823
61,0.69963,1.41015,0.332185
62,0.69963,1.48437,0.313301
63,0.69963,1.56250,0.316822
64,0.69963,1.64473,0.293352
65,0.69963,1.73130,0.277920
66,0.69963,1.82242,0.277813
67,0.69963,1.91354,0.270506
68,0.69963,2.00922,0.262533
69,0.69963,2.10968,0.263129
70,0.69963,2.21516,0.261478
71,0.69963,2.32592,0.262057
72,0.69963,2.44221,0.264062
73,0.69963,2.56432,0.277723
74,0.69963,2.69254,0.283546
75,0.70488,1.33965,0.334238
76,0.70488,1.41015,0.331069
77,0.70488,1.48437,0.312275
78,0.70488,1.56250,0.318101
79,0.70488,1.64473,0.293716
80,0.70488,1.73130,0.276714
81,0.70488,1.82242,0.278598
82,0.70488,1.91354,0.269793
83,0.70488,2.00922,0.261947
