,n,d1,d2,d3
75,0.69963,2.69254,0.277220
76,0.70488,1.33965,0.348304
77,0.70488,1.41015,0.345021
78,0.70488,1.48437,0.342828
79,0.70488,1.56250,0.324971
80,0.70488,1.64473,0.307174
81,0.70488,1.73130,0.274599
82,0.70488,1.82242,0.259849
83,0.70488,1.91354,0.242353
84,0.70488,2.00922,0.239236
85,0.70488,2.10968,0.242013
86,0.70488,2.21516,0.242183
87,0.70488,2.32592,0.245124
88,0.70488,2.44221,0.248709
89,0.70488,2.56432,0.264139
90,0.70488,2.69254,0.276945
91,0.74198,1.33965,0.357069
92,0.74198,1.41015,0.348771
93,0.74198,1.48437,0.343545
94,0.74198,1.56250,0.317834
95,0.74198,1.64473,0.310102
96,0.74198,1.73130,0.267933
97,0.74198,1.82242,0.250581
98,0.74198,1.91354,0.239363
99,0.74198,2.00922,0.238830
100,0.74198,2.10968,0.240224
101,0.74198,2.21516,0.240900
102,0.74198,2.32592,0.241186
103,0.74198,2.44221,0.246630
104,0.74198,2.56432,0.262876
105,0.74198,2.69254,0.272873
106,0.78103,1.33965,0.354363
107,0.78103,1.41015,0.352364
108,0.78103,1.48437,0.339210
109,0.78103,1.56250,0.311049
110,0.78103,1.64473,0.274138
111,0.78103,1.73130,0.257891
112,0.78103,1.82242,0.241818
113,0.78103,1.91354,0.238965
114,0.78103,2.00922,0.235881
115,0.78103,2.10968,0.235008
116,0.78103,2.21516,0.234497
117,0.78103,2.32592,0.239531
118,0.78103,2.44221,0.246039
119,0.78103,2.56432,0.259800
120,0.78103,2.69254,0.268234
121,0.82008,1.33965,0.361422
122,0.82008,1.41015,0.347649
123,0.82008,1.48437,0.331233
124,0.82008,1.56250,0.306253
125,0.82008,1.64473,0.268592
126,0.82008,1.73130,0.249161
127,0.82008,1.82242,0.237403
128,0.82008,1.91354,0.236176
129,0.82008,2.00922,0.234153
130,0.82008,2.10968,0.232045
131,0.82008,2.21516,0.233785
132,0.82008,2.32592,0.234567
133,0.82008,2.44221,0.246177
134,0.82008,2.56432,0.256967
135,0.82008,2.69254,0.262346
136,0.86109,1.33965,0.358486
137,0.86109,1.41015,0.340826
138,0.86109,1.48437,0.319513
139,0.86109,1.56250,0.277714
140,0.86109,1.64473,0.259305
141,0.86109,1.73130,0.246905
142,0.86109,1.82242,0.239217
143,0.86109,1.91354,0.235264
144,0.86109,2.00922,0.230638
145,0.86109,2.10968,0.229870
146,0.86109,2.21516,0.231378
147,0.86109,2.32592,0.232958
148,0.86109,2.44221,0.243490
149,0.86109,2.56432,0.252530
150,0.86109,2.69254,0.258804
151,0.90414,1.33965,0.354802
152,0.90414,1.41015,0.332774
153,0.90414,1.48437,0.317252
154,0.90414,1.56250,0.272337
155,0.90414,1.64473,0.251396
156,0.90414,1.73130,0.239100
157,0.90414,1.82242,0.237421
158,0.90414,1.91354,0.234368
159,0.90414,2.00922,0.225299
160,0.90414,2.10968,0.226643
161,0.90414,2.21516,0.226803
162,0.90414,2.32592,0.234401
163,0.90414,2.44221,0.243910
164,0.90414,2.56432,0.250700
165,0.90414,2.69254,0.257781
166,0.94935,1.33965,0.347793
167,0.94935,1.41015,0.326043
168,0.94935,1.48437,0.291007
169,0.94935,1.56250,0.265944
170,0.94935,1.64473,0.258222
171,0.94935,1.73130,0.241810
172,0.94935,1.82242,0.237675
173,0.94935,1.91354,0.233114
174,0.94935,2.00922,0.225349
175,0.94935,2.10968,0.225560
176,0.94935,2.21516,0.225510
177,0.94935,2.32592,0.231683
178,0.94935,2.44221,0.241112
179,0.94935,2.56432,0.245184
180,0.94935,2.69254,0.261087
181,1.04665,1.33965,0.341844
182,1.04665,1.41015,0.295738
183,1.04665,1.48437,0.279733
184,1.04665,1.56250,0.256417
185,1.04665,1.64473,0.251093
186,1.04665,1.73130,0.245786
187,1.04665,1.82242,0.238896
188,1.04665,1.91354,0.232087
189,1.04665,2.00922,0.225636
190,1.04665,2.10968,0.224695
191,1.04665,2.21516,0.229053
192,1.04665,2.32592,0.232648
193,1.04665,2.44221,0.240083
194,1.04665,2.56432,0.246169
195,1.04665,2.69254,0.260479
196,1.04665,1.33965,0.341844
197,1.04665,1.41015,0.295738
198,1.04665,1.48437,0.279733
199,1.04665,1.56250,0.256417
200,1.04665,1.64473,0.251093
201,1.04665,1.73130,0.245786
202,1.04665,1.82242,0.238896
203,1.04665,1.91354,0.232087
204,1.04665,2.00922,0.225636
205,1.04665,2.10968,0.224695
206,1.04665,2.21516,0.229053
207,1.04665,2.32592,0.232648
208,1.04665,2.44221,0.240083
209,1.04665,2.56432,0.246169
210,1.04665,2.69254,0.260479
211,1.09898,1.33965,0.320302
212,1.09898,1.41015,0.295132
213,1.09898,1.48437,0.281263
214,1.09898,1.56250,0.263203
215,1.09898,1.64473,0.254375
216,1.09898,1.73130,0.246387
217,1.09898,1.82242,0.238324
218,1.09898,1.91354,0.234817
219,1.09898,2.00922,0.228172
220,1.09898,2.10968,0.226952
221,1.09898,2.21516,0.232927
222,1.09898,2.32592,0.235992
223,1.09898,2.44221,0.236701
224,1.09898,2.56432,0.246101
225,1.09898,2.69254,0.272733
226,1.15393,1.33965,0.316369
227,1.15393,1.41015,0.294632
228,1.15393,1.48437,0.274198
229,1.15393,1.56250,0.264981
230,1.15393,1.64473,0.256565
231,1.15393,1.73130,0.247875
232,1.15393,1.82242,0.241224
233,1.15393,1.91354,0.235246
234,1.15393,2.00922,0.230532
235,1.15393,2.10968,0.233478
236,1.15393,2.21516,0.234001
237,1.15393,2.32592,0.238589
238,1.15393,2.44221,0.241274
239,1.15393,2.56432,0.272454
240,1.15393,2.69254,0.278563
241,1.21163,1.33965,0.311049
242,1.21163,1.41015,0.253698
243,1.21163,1.48437,0.281996
244,1.21163,1.56250,0.269346
245,1.21163,1.64473,0.258582
246,1.21163,1.73130,0.248996
247,1.21163,1.82242,0.243901
248,1.21163,1.91354,0.236454
249,1.21163,2.00922,0.232552
250,1.21163,2.10968,0.235680
251,1.21163,2.21516,0.237606
252,1.21163,2.32592,0.236119
253,1.21163,2.44221,0.244061
254,1.21163,2.56432,0.260485
255,1.21163,2.69254,0.285567
256,1.27221,1.33965,0.305765
257,1.27221,1.41015,0.299161
258,1.27221,1.48437,0.286688
259,1.27221,1.56250,0.272330
260,1.27221,1.64473,0.262596
261,1.27221,1.73130,0.252463
262,1.27221,1.82242,0.247875
263,1.27221,1.91354,0.239514
264,1.27221,2.00922,0.238138
265,1.27221,2.10968,0.239550
266,1.27221,2.21516,0.239964
267,1.27221,2.32592,0.244226
268,1.27221,2.44221,0.251592
269,1.27221,2.56432,0.275686
270,1.27221,2.69254,0.295883
271,1.33582,1.33965,0.317714
272,1.33582,1.41015,0.302079
273,1.33582,1.48437,0.288668
274,1.33582,1.56250,0.275744
275,1.33582,1.64473,0.267393
276,1.33582,1.73130,0.256235
277,1.33582,1.82242,0.250098
278,1.33582,1.91354,0.247954
279,1.33582,2.00922,0.244472
280,1.33582,2.10968,0.241713
281,1.33582,2.21516,0.238603
282,1.33582,2.32592,0.245937
283,1.33582,2.44221,0.260296
284,1.33582,2.56432,0.287182
285,1.33582,2.69254,0.310338
286,1.40261,1.33965,0.327070
287,1.40261,1.41015,0.305702
288,1.40261,1.48437,0.293751
289,1.40261,1.56250,0.278903
290,1.40261,1.64473,0.268254
291,1.40261,1.73130,0.258561
292,1.40261,1.82242,0.255465
293,1.40261,1.91354,0.250999
294,1.40261,2.00922,0.246109
295,1.40261,2.10968,0.241711
296,1.40261,2.21516,0.246016
297,1.40261,2.32592,0.255549
298,1.40261,2.44221,0.273867
299,1.40261,2.56432,0.295281
300,1.40261,2.69254,0.324855
301,1.47274,1.33965,0.325325
302,1.47274,1.41015,0.312018
303,1.47274,1.48437,0.298353
304,1.47274,1.56250,0.284045
305,1.47274,1.64473,0.274755
306,1.47274,1.73130,0.265068
307,1.47274,1.82242,0.261798
308,1.47274,1.91354,0.258285
309,1.47274,2.00922,0.252376
310,1.47274,2.10968,0.250564
311,1.47274,2.21516,0.252977
312,1.47274,2.32592,0.267475
313,1.47274,2.44221,0.285677
314,1.47274,2.56432,0.245815
315,1.47274,2.69254,0.346619
316,1.54637,1.33965,0.329845
317,1.54637,1.41015,0.314955
318,1.54637,1.48437,0.300859
319,1.54637,1.56250,0.290026
320,1.54637,1.64473,0.276477
321,1.54637,1.73130,0.272909
322,1.54637,1.82242,0.268540
323,1.54637,1.91354,0.262814
324,1.54637,2.00922,0.253253
325,1.54637,2.10968,0.257041
326,1.54637,2.21516,0.262776
327,1.54637,2.32592,0.281424
328,1.54637,2.44221,0.299565
329,1.54637,2.56432,0.325719
330,1.54637,2.69254,0.370940
331,1.62369,1.33965,0.333304
332,1.62369,1.41015,0.317242
333,1.62369,1.48437,0.305803
334,1.62369,1.56250,0.293515
335,1.62369,1.64473,0.286742
336,1.62369,1.73130,0.280531
337,1.62369,1.82242,0.273804
338,1.62369,1.91354,0.262959
339,1.62369,2.00922,0.262659
340,1.62369,2.10968,0.266032
341,1.62369,2.21516,0.279392
342,1.62369,2.32592,0.293702
343,1.62369,2.44221,0.315491
344,1.62369,2.56432,0.345871
345,1.62369,2.69254,0.383117
346,1.70101,1.33965,0.332308
347,1.70101,1.41015,0.319592
348,1.70101,1.48437,0.307663
349,1.70101,1.56250,0.301269
350,1.70101,1.64473,0.295132
351,1.70101,1.73130,0.282187
352,1.70101,1.82242,0.271491
353,1.70101,1.91354,0.267586
354,1.70101,2.00922,0.267836
355,1.70101,2.10968,0.278035
356,1.70101,2.21516,0.286230
357,1.70101,2.32592,0.303221
358,1.70101,2.44221,0.329119
359,1.70101,2.56432,0.365152
360,1.70101,2.69254,0.391707
361,1.77833,1.33965,0.333614
362,1.77833,1.41015,0.320440
363,1.77833,1.48437,0.315308
364,1.77833,1.56250,0.303336
365,1.77833,1.64473,0.290979
366,1.77833,1.73130,0.280067
367,1.77833,1.82242,0.275676
368,1.77833,1.91354,0.272319
369,1.77833,2.00922,0.278124
370,1.77833,2.10968,0.285968
371,1.77833,2.21516,0.295979
372,1.77833,2.32592,0.315131
373,1.77833,2.44221,0.349980
374,1.77833,2.56432,0.377859
375,1.77833,2.69254,0.388342
376,1.85564,1.33965,0.326216
377,1.85564,1.41015,0.320176
378,1.85564,1.48437,0.316759
379,1.85564,1.56250,0.303885
380,1.85564,1.64473,0.289533
381,1.85564,1.73130,0.281186
382,1.85564,1.82242,0.274443
383,1.85564,1.91354,0.277769
384,1.85564,2.00922,0.283810
385,1.85564,2.10968,0.293070
386,1.85564,2.21516,0.304558
387,1.85564,2.32592,0.328703
388,1.85564,2.44221,0.360988
389,1.85564,2.56432,0.381620
390,1.85564,2.69254,0.399324
391,1.93296,1.33965,0.325370
392,1.93296,1.41015,0.317672
393,1.93296,1.48437,0.307179
394,1.93296,1.56250,0.296849
395,1.93296,1.64473,0.286105
396,1.93296,1.73130,0.282544
397,1.93296,1.82242,0.282837
398,1.93296,1.91354,0.284563
399,1.93296,2.00922,0.289707
400,1.93296,2.10968,0.297386
401,1.93296,2.21516,0.316924
402,1.93296,2.32592,0.344679
403,1.93296,2.44221,0.367486
404,1.93296,2.56432,0.385275
405,1.93296,2.69254,0.409456
406,2.01028,1.33965,0.320989
407,2.01028,1.41015,0.310115
408,2.01028,1.48437,0.302734
409,2.01028,1.56250,0.288706
410,2.01028,1.64473,0.281835
411,2.01028,1.73130,0.280566
412,2.01028,1.82242,0.289511
413,2.01028,1.91354,0.292027
414,2.01028,2.00922,0.297905
415,2.01028,2.10968,0.305561
416,2.01028,2.21516,0.335169
417,2.01028,2.32592,0.352505
418,2.01028,2.44221,0.367028
419,2.01028,2.56432,0.393559
420,2.01028,2.69254,0.424833
421,2.08760,1.33965,0.311690
422,2.08760,1.41015,0.300990
423,2.08760,1.48437,0.295120
424,2.08760,1.56250,0.287280
425,2.08760,1.64473,0.282349
426,2.08760,1.73130,0.285180
427,2.08760,1.82242,0.288159
428,2.08760,1.91354,0.290803
429,2.08760,2.00922,0.298457
430,2.08760,2.10968,0.319774
431,2.08760,2.21516,0.346305
432,2.08760,2.32592,0.358226
433,2.08760,2.44221,0.378389
434,2.08760,2.56432,0.405030
435,2.08760,2.69254,0.433716
436,2.16492,1.33965,0.313506
437,2.16492,1.41015,0.303029
438,2.16492,1.48437,0.297599
439,2.16492,1.56250,0.289114
440,2.16492,1.64473,0.290330
441,2.16492,1.73130,0.294167
442,2.16492,1.82242,0.300213
443,2.16492,1.91354,0.304084
444,2.16492,2.00922,0.315487
445,2.16492,2.10968,0.336924
446,2.16492,2.21516,0.356647
447,2.16492,2.32592,0.372756
448,2.16492,2.44221,0.399633
449,2.16492,2.56432,0.422331
450,2.16492,2.69254,0.452718
